Tarih;EIB;EIC;HBU;HVS;HVT;HVZ;KUB;MKG;PPZ;RPP;KPP;SUA;SUC;TNK;TPC;F_XU0300424;Fm_XU0300424;F_XU0300624;Fm_XU0300624;TI2;PPN;TBT;TKM
16.01.2024;0;0;70000;0;187995;13557;1386338;25630;13000;68541;0;0;0;3;0;0;0;0;0;0;0;0;0
23.01.2024;0;0;70000;0;187995;13557;1386338;25630;12000;68541;0;0;0;2;0;0;0;0;0;0;0;0;0
24.01.2024;0;0;70000;0;187995;13557;1386338;25630;6800;68541;0;0;0;9;0;0;0;0;0;0;0;0;0
26.01.2024;0;0;70000;0;187995;13557;1386338;25630;6800;68541;0;0;0;10;0;0;0;0;0;0;0;0;0
1.02.2024;0;0;70000;0;187995;13557;1386338;25630;6800;105496;0;0;0;10;0;0;0;0;0;0;0;0;0
2.02.2024;0;0;70000;0;187995;20775;1655261;25630;6800;105496;0;0;0;32;0;0;0;0;0;0;0;0;0
6.02.2024;0;0;70000;0;187995;20775;1655261;25630;6800;117986;0;0;0;1;0;0;0;0;0;0;0;0;0
9.02.2024;0;0;70000;0;187995;20775;1655261;25630;6800;112800;0;0;0;2;0;0;0;0;0;0;0;0;0
16.02.2024;0;0;70000;0;187995;20775;1655261;25630;33240;112800;0;0;0;2;0;0;0;0;0;0;0;0;0
20.02.2024;0;0;70000;0;187000;20775;1655261;25630;33240;112800;0;0;0;5;0;0;0;0;0;0;0;0;0
23.02.2024;0;0;70000;0;187000;20775;1655261;25630;33240;112800;0;0;0;3;0;0;0;0;0;0;0;0;0
27.02.2024;0;0;70000;0;184000;20775;1655261;25630;33240;112800;0;0;0;32;0;0;0;0;0;0;0;0;0
1.03.2024;0;0;70000;0;184000;20775;1655261;25630;33240;112800;54063,99806;0;0;32;0;0;0;0;0;0;0;0;0
2.03.2024;0;0;70000;0;181666,6667;20775;1655261;25630;33240;112800;54063,99806;0;0;32;0;0;0;0;0;0;0;0;0
3.03.2024;0;0;70000;0;179333,3333;20775;1655261;25630;33240;112800;54063,99806;0;0;32;0;0;0;0;0;0;0;0;0
4.03.2024;0;0;70000;0;177000;20775;1655261;25630;33240;112800;54063,99806;0;0;32;0;0;0;0;0;0;0;0;0
6.03.2024;0;0;70000;0;100000;20775;1655261;25630;33240;112800;54063,99806;0;0;32;0;0;0;0;0;0;0;0;0
12.03.2024;0;0;70000;0;95000;20775;1655261;25630;33240;112800;54063,99806;0;0;32;0;0;0;0;0;0;0;0;0
14.03.2024;0;0;70000;0;75000;20775;1655261;25630;33240;112800;54063,99806;0;0;32;0;0;0;0;0;0;0;0;0
15.03.2024;0;0;70000;0;75000;20775;1655261;25630;66549;112800;54063,99806;0;0;32;0;0;0;0;0;0;0;0;0
19.03.2024;0;0;70000;0;60000;20775;1655261;25630;66549;112800;54063,99806;0;0;32;0;0;0;0;0;0;0;0;0
21.03.2024;0;0;70000;0;0;20775;1655261;25630;66549;112800;54063,99806;0;0;32;0;0;0;0;0;0;0;0;0
26.03.2024;0;0;70000;0;0;20775;1655261;25630;66549;112800;12487;0;0;32;0;0;0;0;0;0;0;0;0
27.03.2024;0;0;70000;0;0;20775;1655261;25630;66549;100000;12487;0;0;32;0;0;0;0;0;0;0;0;0
29.03.2024;0;0;0;0;0;20775;1655261;25630;66549;100000;12487;0;0;32;0;10;-10;0;0;0;0;0;0
5.04.2024;0;0;0;0;0;20775;1655261;25630;66549;58000;12487;0;0;32;0;10;-10;0;0;0;0;0;0
16.04.2024;0;0;0;0;0;20775;1655261;25630;66549;58000;12487;0;0;0;0;10;-10;0;0;0;0;0;0
18.04.2024;0;0;0;0;0;20775;1896346;25630;66549;58000;12487;0;0;0;0;10;-10;0;0;0;0;0;0
26.04.2024;0;0;0;0;0;20775;1896346;25630;66549;58000;12487;0;0;0;0;0;0;0;0;0;0;0;0
30.04.2024;0;0;0;0;0;20775;1896346;25630;66549;58000;12487;0;0;0;0;0;0;10;-10;0;0;0;0
1.05.2024;0;0;0;0;0;20775;1896346;25630;66549;58000;0;0;0;0;0;0;0;10;-10;0;0;0;0
7.05.2024;0;0;0;0;0;20775;1300000;25630;66549;58000;0;0;0;0;0;0;0;10;-10;0;0;0;0
10.05.2024;0;0;0;0;0;20775;1300000;25630;66549;58000;0;0;0;0;0;0;0;10;-10;0;0;0;2949762
13.05.2024;0;0;0;0;0;20775;1300000;25630;66549;58000;0;0;0;0;0;0;0;10;-10;269;0;0;0
15.05.2024;0;0;0;0;0;20775;1300000;25630;66549;58000;0;0;0;0;0;0;0;10;-10;269;52433;0;0
21.05.2024;0;0;0;0;0;20775;1300000;25630;66549;58000;0;0;0;0;0;0;0;10;-10;269;61771;0;0
23.05.2024;0;0;0;0;0;20775;1300000;25630;66549;58000;0;0;0;0;0;0;0;10;-10;269;61771;360;0
24.05.2024;0;0;0;0;0;20775;1300000;25630;66549;58000;0;0;0;0;0;0;0;10;-10;269;61771;524;0
27.05.2024;0;0;0;0;0;20775;1300000;25630;64000;0;0;0;0;0;0;0;0;10;-10;269;61771;3533;0
29.05.2024;0;0;0;0;0;20775;1300000;25630;64000;0;0;0;0;0;0;0;0;10;-10;269;61771;3787;0
